EVENT TYPE,TIMESTAMP,DURATION,SESSION ID,TRANSACTION ID,DATASTORE,CONTEXT,TRACE ID,SUBSYSTEM,PHASE,SERVICE,SERVICE PHASE,COMMIT QUEUE ID,NODE,DEVICE,DEVICE PHASE,PACKAGE,MESSAGE,ANNOTATION
stop,2023-04-24T17:59:00.255346,0.002289,257,9874,running,cli,,cdb,,,,,,,,,"write changeset",
start,2023-04-24T17:59:00.255580,,257,9874,running,cli,,,,,,,,,,,"check data kickers",
stop,2023-04-24T17:59:00.255795,0.000215,257,9874,running,cli,,,,,,,,,,,"check data kickers",
stop,2023-04-24T17:59:00.256533,0.008100,257,9874,running,cli,,,write-start,,,,,,,,"write-start",
start,2023-04-24T17:59:00.256634,,257,9874,running,cli,,,prepare,,,,,,,,"prepare",
info,2023-04-24T17:59:00.256728,,257,9874,running,cli,,cdb,prepare,,,,,,,,"prepare",
info,2023-04-24T17:59:00.260984,,257,9874,running,cli,,ncs-internal-device-mgr,prepare,,,,,,,,"prepare",
stop,2023-04-24T17:59:00.263969,1.006533,257,9865,running,cli,,,,,,,,ios83,show,cisco-ios-cli-6.77,"populating cdb",
stop,2023-04-24T17:59:00.264949,29.462152,257,9865,running,cli,,,,,,,,ios83,show,,"show",
stop,2023-04-24T17:59:00.266363,0.009729,257,9874,running,cli,,,prepare,,,,,,,,"prepare",
start,2023-04-24T17:59:00.266444,,257,9874,running,cli,,,commit,,,,,,,,"commit",
info,2023-04-24T17:59:00.266531,,257,9874,running,cli,,cdb,commit,,,,,,,,"commit",
start,2023-04-24T17:59:00.266813,,257,9874,running,cli,,cdb,,,,,,,,,"switch to new running",
stop,2023-04-24T17:59:00.272040,0.005227,257,9874,running,cli,,cdb,,,,,,,,,"switch to new running",
info,2023-04-24T17:59:00.272240,,257,9874,running,cli,,cdb,,,,,,,,,"delivering commit subscription notifications at prio 1",
info,2023-04-24T17:59:00.278558,,257,9874,running,cli,,cdb,,,,,,,,,"all commit subscription notifications acknowledged",
info,2023-04-24T17:59:00.278871,,257,9874,running,cli,,ncs-internal-device-mgr,commit,,,,,,,,"commit",
