EVENT TYPE,TIMESTAMP,DURATION,SESSION ID,TRANSACTION ID,DATASTORE,CONTEXT,TRACE ID,SUBSYSTEM,PHASE,SERVICE,SERVICE PHASE,COMMIT QUEUE ID,NODE,DEVICE,DEVICE PHASE,PACKAGE,MESSAGE,ANNOTATION
start,2023-05-03T22:09:21.929937,,50,47176,operational,system,,,,,,,,,,,"applying transaction",
start,2023-05-03T22:09:21.930170,,50,47176,operational,system,,,write-start,,,,,,,,"write-start",
info,2023-05-03T22:09:21.930327,,50,47176,operational,system,,cdb,write-start,,,,,,,,"write-start",
start,2023-05-03T22:09:21.931051,,50,47176,operational,system,,,,,,,,,,,"check data kickers",
stop,2023-05-03T22:09:21.931267,0.000216,50,47176,operational,system,,,,,,,,,,,"check data kickers",
stop,2023-05-03T22:09:21.932152,0.001982,50,47176,operational,system,,,write-start,,,,,,,,"write-start",
start,2023-05-03T22:09:21.932297,,50,47176,operational,system,,,prepare,,,,,,,,"prepare",
info,2023-05-03T22:09:21.932397,,50,47176,operational,system,,cdb,prepare,,,,,,,,"prepare",
stop,2023-05-03T22:09:21.932696,0.000399,50,47176,operational,system,,,prepare,,,,,,,,"prepare",
start,2023-05-03T22:09:21.932927,,50,47176,operational,system,,,commit,,,,,,,,"commit",
info,2023-05-03T22:09:21.933132,,50,47176,operational,system,,cdb,commit,,,,,,,,"commit",
stop,2023-05-03T22:09:21.934468,0.001541,50,47176,operational,system,,,commit,,,,,,,,"commit",
stop,2023-05-03T22:09:21.934676,0.004739,50,47176,operational,system,,,,,,,,,,,"applying transaction",
start,2023-05-03T22:09:46.888030,,49,47183,running,cli,,,,,,,,ios0,,,"sync-from",
start,2023-05-03T22:09:46.888321,,49,47183,running,cli,,,,,,,,ios0,,,"taking device lock",
stop,2023-05-03T22:09:46.888539,0.000218,49,47183,running,cli,,,,,,,,ios0,,,"taking device lock",
start,2023-05-03T22:09:46.892100,,49,47183,running,cli,,,,,,,,ios0,connect,,"connect",
info,2023-05-03T22:09:46.892264,,49,47183,running,cli,,,,,,,,ios0,connect,,"send NED connect",
start,2023-05-03T22:09:47.263581,,49,47183,running,cli,,,,,,,,ios0,connect,cisco-ios-cli-6.77,"connecting",
stop,2023-05-03T22:09:47.419750,0.156169,49,47183,running,cli,,,,,,,,ios0,connect,cisco-ios-cli-6.77,"connecting",
start,2023-05-03T22:09:47.548684,,52,47196,operational,system,,,,,,,,,,,"applying transaction",
info,2023-05-03T22:09:47.548822,,52,47196,operational,system,,,,,,,,,,,"transaction empty",
stop,2023-05-03T22:09:47.549156,0.000472,52,47196,operational,system,,,,,,,,,,,"applying transaction","empty"
start,2023-05-03T22:09:47.553056,,49,47197,operational,cli,,,,,,,,,,,"applying transaction",
start,2023-05-03T22:09:47.553140,,49,47197,operational,cli,,,write-start,,,,,,,,"write-start",
info,2023-05-03T22:09:47.553193,,49,47197,operational,cli,,cdb,write-start,,,,,,,,"write-start",
