EVENT TYPE,TIMESTAMP,DURATION,TRACE ID,SPAN ID,PARENT SPAN ID,SESSION ID,TRANSACTION ID,DATASTORE,CONTEXT,SUBSYSTEM,MESSAGE,ANNOTATION,ATTRIBUTE NAME,ATTRIBUTE VALUE,LINK TRACE ID,LINK SPAN ID
stop,2024-02-03T12:42:04.406942,0.000173,228f1996-9dc6-4ce0-8ebe-4f3abe763875,8a96d4084f5c1446,971c82ce4b9a202c,42,43,running,system,,"check for read-write conflicts",,,,,
start,2024-02-03T12:42:04.407035,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,f2c7a2023216486f,971c82ce4b9a202c,42,43,running,system,,"taking transaction lock",,,,,
stop,2024-02-03T12:42:04.407098,0.000063,228f1996-9dc6-4ce0-8ebe-4f3abe763875,f2c7a2023216486f,971c82ce4b9a202c,42,43,running,system,,"taking transaction lock",,,,,
start,2024-02-03T12:42:04.407159,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,010610b46da3ce87,971c82ce4b9a202c,42,43,running,system,,"holding transaction lock",,,,,
start,2024-02-03T12:42:04.407301,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,8e11787e9d6b795c,010610b46da3ce87,42,43,running,system,,"check for read-write conflicts",,,,,
stop,2024-02-03T12:42:04.407430,0.000129,228f1996-9dc6-4ce0-8ebe-4f3abe763875,8e11787e9d6b795c,010610b46da3ce87,42,43,running,system,,"check for read-write conflicts",,,,,
stop,2024-02-03T12:42:04.407476,0.007199,228f1996-9dc6-4ce0-8ebe-4f3abe763875,971c82ce4b9a202c,1da97d4cab3ba60a,42,43,running,system,,"validate",,transaction_phase,"validate",,
start,2024-02-03T12:42:04.407546,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,edba11690f8c0e30,1da97d4cab3ba60a,42,43,running,system,,"write-start",,transaction_phase,"write-start",,
info,2024-02-03T12:42:04.407627,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,edba11690f8c0e30,,42,43,running,system,cdb,"write-start",,transaction_phase,"write-start",,
info,2024-02-03T12:42:04.407815,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,edba11690f8c0e30,,42,43,running,system,service-manager,"write-start",,transaction_phase,"write-start",,
start,2024-02-03T12:42:04.408011,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,25305e2fbb69986a,edba11690f8c0e30,42,43,running,system,cdb,"match subscribers",,,,,
stop,2024-02-03T12:42:04.408106,0.000095,228f1996-9dc6-4ce0-8ebe-4f3abe763875,25305e2fbb69986a,edba11690f8c0e30,42,43,running,system,cdb,"match subscribers",,,,,
start,2024-02-03T12:42:04.408155,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,c1c83f8f9a40b608,edba11690f8c0e30,42,43,running,system,cdb,"create pre commit running",,,,,
stop,2024-02-03T12:42:04.408331,0.000176,228f1996-9dc6-4ce0-8ebe-4f3abe763875,c1c83f8f9a40b608,edba11690f8c0e30,42,43,running,system,cdb,"create pre commit running",,,,,
start,2024-02-03T12:42:04.408395,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,077324a82bc510bb,edba11690f8c0e30,42,43,running,system,cdb,"write changeset",,,,,
stop,2024-02-03T12:42:04.408522,0.000127,228f1996-9dc6-4ce0-8ebe-4f3abe763875,077324a82bc510bb,edba11690f8c0e30,42,43,running,system,cdb,"write changeset",,,,,
start,2024-02-03T12:42:04.408600,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,1a671fc65f47510a,edba11690f8c0e30,42,43,running,system,,"check data kickers",,,,,
stop,2024-02-03T12:42:04.408677,0.000077,228f1996-9dc6-4ce0-8ebe-4f3abe763875,1a671fc65f47510a,edba11690f8c0e30,42,43,running,system,,"check data kickers",,,,,
stop,2024-02-03T12:42:04.409096,0.001550,228f1996-9dc6-4ce0-8ebe-4f3abe763875,edba11690f8c0e30,1da97d4cab3ba60a,42,43,running,system,,"write-start",,transaction_phase,"write-start",,
start,2024-02-03T12:42:04.409217,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,004a1b734d0f48e6,1da97d4cab3ba60a,42,43,running,system,,"prepare",,transaction_phase,"prepare",,
info,2024-02-03T12:42:04.409299,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,004a1b734d0f48e6,,42,43,running,system,cdb,"prepare",,transaction_phase,"prepare",,
stop,2024-02-03T12:42:04.409854,0.000637,228f1996-9dc6-4ce0-8ebe-4f3abe763875,004a1b734d0f48e6,1da97d4cab3ba60a,42,43,running,system,,"prepare",,transaction_phase,"prepare",,
start,2024-02-03T12:42:04.409957,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,00fe070b523aad0b,1da97d4cab3ba60a,42,43,running,system,,"commit",,transaction_phase,"commit",,
info,2024-02-03T12:42:04.410034,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,00fe070b523aad0b,,42,43,running,system,cdb,"commit",,transaction_phase,"commit",,
start,2024-02-03T12:42:04.410240,,228f1996-9dc6-4ce0-8ebe-4f3abe763875,bb421be0f2297137,00fe070b523aad0b,42,43,running,system,cdb,"switch to new running",,,,,
stop,2024-02-03T12:42:04.410929,0.000689,228f1996-9dc6-4ce0-8ebe-4f3abe763875,bb421be0f2297137,00fe070b523aad0b,42,43,running,system,cdb,"switch to new running",,,,,
stop,2024-02-03T12:42:04.412697,0.005538,228f1996-9dc6-4ce0-8ebe-4f3abe763875,010610b46da3ce87,971c82ce4b9a202c,42,43,running,system,,"holding transaction lock",,,,,
stop,2024-02-03T12:42:04.412812,0.002855,228f1996-9dc6-4ce0-8ebe-4f3abe763875,00fe070b523aad0b,1da97d4cab3ba60a,42,43,running,system,,"commit",,transaction_phase,"commit",,
stop,2024-02-03T12:42:04.412892,0.012833,228f1996-9dc6-4ce0-8ebe-4f3abe763875,1da97d4cab3ba60a,,42,43,running,system,,"applying transaction",,,,,
