EVENT TYPE,TIMESTAMP,DURATION,TRACE ID,SPAN ID,PARENT SPAN ID,SESSION ID,TRANSACTION ID,DATASTORE,CONTEXT,SUBSYSTEM,MESSAGE,ANNOTATION,ATTRIBUTE NAME,ATTRIBUTE VALUE,LINK TRACE ID,LINK SPAN ID
stop,2024-02-05T10:04:13.452431,0.002159,44e4cdb9-9eca-48f9-9708-f0847a8198b0,c8f8aa7b346011fa,6c84b0b565a3891c,42,43,running,system,,"write-start",,transaction_phase,"write-start",,
start,2024-02-05T10:04:13.452518,,44e4cdb9-9eca-48f9-9708-f0847a8198b0,003aab95c95aca86,6c84b0b565a3891c,42,43,running,system,,"prepare",,transaction_phase,"prepare",,
info,2024-02-05T10:04:13.452581,,44e4cdb9-9eca-48f9-9708-f0847a8198b0,003aab95c95aca86,,42,43,running,system,cdb,"prepare",,transaction_phase,"prepare",,
stop,2024-02-05T10:04:13.454072,0.001554,44e4cdb9-9eca-48f9-9708-f0847a8198b0,003aab95c95aca86,6c84b0b565a3891c,42,43,running,system,,"prepare",,transaction_phase,"prepare",,
start,2024-02-05T10:04:13.454157,,44e4cdb9-9eca-48f9-9708-f0847a8198b0,576caee2c48b9871,6c84b0b565a3891c,42,43,running,system,,"commit",,transaction_phase,"commit",,
info,2024-02-05T10:04:13.454253,,44e4cdb9-9eca-48f9-9708-f0847a8198b0,576caee2c48b9871,,42,43,running,system,cdb,"commit",,transaction_phase,"commit",,
start,2024-02-05T10:04:13.454605,,44e4cdb9-9eca-48f9-9708-f0847a8198b0,534a6b6fbd6e61ed,576caee2c48b9871,42,43,running,system,cdb,"switch to new running",,,,,
stop,2024-02-05T10:04:13.455781,0.001176,44e4cdb9-9eca-48f9-9708-f0847a8198b0,534a6b6fbd6e61ed,576caee2c48b9871,42,43,running,system,cdb,"switch to new running",,,,,
stop,2024-02-05T10:04:13.457539,0.007945,44e4cdb9-9eca-48f9-9708-f0847a8198b0,d157ba0061a74972,8770222b20449918,42,43,running,system,,"holding transaction lock",,,,,
stop,2024-02-05T10:04:13.457623,0.003466,44e4cdb9-9eca-48f9-9708-f0847a8198b0,576caee2c48b9871,6c84b0b565a3891c,42,43,running,system,,"commit",,transaction_phase,"commit",,
stop,2024-02-05T10:04:13.457699,0.016238,44e4cdb9-9eca-48f9-9708-f0847a8198b0,6c84b0b565a3891c,,42,43,running,system,,"applying transaction",,,,,
